account,coin,exec_price,size_usd,side,direction,pnl,fee,net_pnl,is_win,is_cross_margin,trade_date,sentiment
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13227,3109.54,SELL,Close Long,1106.168977,1.044803,1105.124174,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13226,647.28,SELL,Close Long,230.228442,0.217486,230.010956,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13216,2587.16,SELL,Close Long,918.956168,0.869286,918.0868820000001,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13215,298.13,SELL,Close Long,105.880848,0.100171,105.780677,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13213,3106.24,SELL,Close Long,1102.877717,1.043697,1101.83402,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13206,19869.35,SELL,Close Long,7047.857251,6.676101,7041.18115,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13204,297.88,SELL,Close Long,105.632688,0.100087,105.532601,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13197,499.77,SELL,Close Long,177.053611,0.167922,176.88568899999999,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13196,14706.55,SELL,Close Long,5209.367121,4.941399,5204.425722,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13195,6204.03,SELL,Close Long,2197.292194,2.084551,2195.207643,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13194,297.66,SELL,Close Long,105.407088,0.100011,105.307077,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.1319,6455.32,SELL,Close Long,2284.712703,2.168986,2282.543717,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13181,297.36,SELL,Close Long,105.113808,0.099913,105.013895,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13174,760.27,SELL,Close Long,268.484233,0.255451,268.228782,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13173,297.18,SELL,Close Long,104.933328,0.099853,104.833475,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.1317,380.35,SELL,Close Long,134.242904,0.127797,134.11510700000002,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13165,356.51,SELL,Close Long,125.740564,0.119785,125.62077900000001,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13163,360.67,SELL,Close Long,127.17162,0.121183,127.050437,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13163,759.64,SELL,Close Long,267.849423,0.255237,267.594186,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13161,296.91,SELL,Close Long,104.662608,0.099762,104.56284600000001,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.13161,3458.18,SELL,Close Long,1219.022468,1.161949,1217.8605189999998,True,True,2025-04-23,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10894,462.56,SELL,Close Long,19.060294,0.155419,18.904875,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10894,480.97,SELL,Close Long,19.818935,0.161605,19.657329999999998,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10889,1327.91,SELL,Close Long,54.133605,0.446178,53.687427,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10887,14391.85,SELL,Close Long,584.160867,4.835662,579.3252050000001,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10884,464.31,SELL,Close Long,18.723474,0.156008,18.567466,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10883,303.85,SELL,Close Long,12.226168,0.102094,12.124074,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10878,1856.11,SELL,Close Long,73.865727,0.623653,73.242074,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10878,499.74,SELL,Close Long,19.887426,0.16791,19.719516000000002,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10877,1651.24,SELL,Close Long,65.566739,0.554815,65.011924,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10877,9097.31,SELL,Close Long,361.232522,3.056693,358.175829,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10876,2556.84,SELL,Close Long,101.300281,0.859097,100.44118399999999,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10874,11667.48,SELL,Close Long,460.196833,3.920271,456.276562,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10873,303.57,SELL,Close Long,11.946968,0.102,11.844968,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10873,999.45,SELL,Close Long,39.332568,0.335813,38.996755,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10868,947.04,SELL,Close Long,36.851506,0.318204,36.533302,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10868,13009.54,SELL,Close Long,506.232445,4.371204,501.861241,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.10866,5238.28,SELL,Close Long,202.907472,1.760062,201.14741,True,True,2025-04-24,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AIXBT,0.12391,270.25,SELL,Close Long,27.484962,0.090802,27.39416,True,True,2025-04-25,Greed
